0,10,80,20,1000,0.7,0.7,0.6
0,10,80,20,1000,0.85,0.85,0.5
0,10,80,20,1000,0.75,0.75,0.65
0,10,80,20,1000,0.75,0.75,0.65
0,10,80,20,1000,0.9,0.9,0.7
0,10,80,20,1000,0.6,0.6,0.5353535353535354
0,10,80,20,1000,0.8,0.8,0.6363636363636364
0,10,80,20,1000,0.85,0.85,0.7291666666666667
0,10,80,20,1000,0.95,0.95,0.6153846153846154
0,10,80,20,1000,0.7,0.7,0.6703296703296704
0,9,80,20,1000,0.7,0.7,0.8434343434343434
0,9,80,20,1000,0.75,0.75,0.696969696969697
0,9,80,20,1000,0.65,0.65,0.65
0,9,80,20,1000,0.7,0.7,0.7171717171717171
0,9,80,20,1000,0.75,0.75,0.8
0,9,80,20,1000,0.8,0.8,0.6428571428571428
0,9,80,20,1000,0.7,0.7,0.6868686868686869
0,9,80,20,1000,0.8,0.8,0.6000000000000001
0,9,80,20,1000,0.7,0.7,0.7525252525252526
0,9,80,20,1000,0.85,0.85,0.5119047619047619
0,8,80,20,1000,1.0,1.0,0.6875
0,8,80,20,1000,0.9,0.9,0.8846153846153846
0,8,80,20,1000,0.85,0.85,0.6538461538461539
0,8,80,20,1000,0.75,0.75,0.7666666666666666
0,8,80,20,1000,0.75,0.75,0.8500000000000001
0,8,80,20,1000,0.85,0.85,0.6703296703296704
0,8,80,20,1000,0.85,0.85,0.7142857142857143
0,8,80,20,1000,0.8,0.8,0.696969696969697
0,8,80,20,1000,0.8,0.8,0.7083333333333333
0,8,80,20,1000,0.8,0.8,0.6153846153846154
0,7,80,20,1000,0.85,0.85,0.6212121212121212
0,7,80,20,1000,0.8,0.8,0.6041666666666666
0,7,80,20,1000,0.85,0.85,0.6515151515151515
0,7,80,20,1000,0.85,0.85,0.75
0,7,80,20,1000,1.0,1.0,0.8666666666666667
0,7,80,20,1000,0.7,0.7,0.8333333333333333
0,7,80,20,1000,0.8,0.8,0.696969696969697
0,7,80,20,1000,0.8,0.8,0.8333333333333333
0,7,80,20,1000,0.6,0.6,0.6875
0,7,80,20,1000,0.8,0.8,0.6
0,6,80,20,1000,0.85,0.85,0.7708333333333333
0,6,80,20,1000,0.8,0.8,0.5625
0,6,80,20,1000,0.95,0.95,0.7525252525252526
0,6,80,20,1000,0.75,0.75,0.8434343434343434
0,6,80,20,1000,0.9,0.9,0.6703296703296704
0,6,80,20,1000,0.75,0.75,0.489010989010989
0,6,80,20,1000,0.8,0.8,0.5333333333333333
0,6,80,20,1000,0.75,0.75,0.5353535353535354
0,6,80,20,1000,0.95,0.95,0.6000000000000001
0,6,80,20,1000,0.85,0.85,0.75
0,5,80,20,1000,0.7,0.7,0.55
0,5,80,20,1000,0.7,0.7,0.6666666666666667
0,5,80,20,1000,0.8,0.8,0.6428571428571428
0,5,80,20,1000,0.75,0.75,0.6458333333333334
0,5,80,20,1000,0.75,0.75,0.5606060606060606
0,5,80,20,1000,0.8,0.8,0.7
0,5,80,20,1000,0.75,0.75,0.4010989010989011
0,5,80,20,1000,0.85,0.85,0.7417582417582418
0,5,80,20,1000,0.7,0.7,0.6666666666666666
0,5,80,20,1000,0.65,0.65,0.5
0,4,80,20,1000,0.65,0.65,0.6
0,4,80,20,1000,0.9,0.9,0.6458333333333333
0,4,80,20,1000,0.65,0.65,0.6313131313131313
0,4,80,20,1000,0.85,0.85,0.595959595959596
0,4,80,20,1000,0.8,0.8,0.6263736263736264
0,4,80,20,1000,0.8,0.8,0.75
0,4,80,20,1000,0.7,0.7,0.606060606060606
0,4,80,20,1000,0.7,0.7,0.7626262626262625
0,4,80,20,1000,0.8,0.8,0.75
0,4,80,20,1000,0.7,0.7,0.6190476190476191
0,3,80,20,1000,0.8,0.8,0.6648351648351649
0,3,80,20,1000,0.65,0.65,0.3838383838383838
0,3,80,20,1000,0.7,0.7,0.6868686868686869
0,3,80,20,1000,0.5,0.5,0.5833333333333334
0,3,80,20,1000,0.7,0.7,0.6875
0,3,80,20,1000,0.8,0.8,0.75
0,3,80,20,1000,0.55,0.55,0.7083333333333334
0,3,80,20,1000,0.85,0.85,0.55
0,3,80,20,1000,0.85,0.85,0.6515151515151515
0,3,80,20,1000,0.85,0.85,0.8131868131868132
0,2,80,20,1000,0.55,0.55,0.35714285714285715
0,2,80,20,1000,0.65,0.65,0.5494505494505495
0,2,80,20,1000,0.55,0.55,0.5404040404040404
0,2,80,20,1000,0.7,0.7,0.5833333333333334
0,2,80,20,1000,0.35,0.35,0.7692307692307692
0,2,80,20,1000,0.5,0.5,0.4583333333333333
0,2,80,20,1000,0.55,0.55,0.5606060606060606
0,2,80,20,1000,0.65,0.65,0.6717171717171717
0,2,80,20,1000,0.7,0.7,0.4595959595959596
0,2,80,20,1000,0.65,0.65,0.39583333333333337
